rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply
TRUE,21,mate,white,1446,1448,B52,6
TRUE,46,resign,white,1441,1331,E20,8
TRUE,42,resign,black,1470,1428,B20,3
TRUE,63,mate,white,1415,1484,A40,2
TRUE,62,resign,white,1402,1495,A10,2
TRUE,96,resign,black,1345,1392,B25,4
TRUE,33,mate,white,1420,1403,E61,6
TRUE,37,resign,white,1556,1410,B20,3
TRUE,43,mate,white,1507,1418,A48,5
TRUE,47,mate,white,1410,1300,B00,2
TRUE,63,resign,white,1398,1416,C66,8
TRUE,41,resign,white,1383,1410,A49,4
TRUE,36,resign,black,1428,1222,B01,6
TRUE,42,resign,black,1436,1522,C40,4
TRUE,31,mate,white,1428,1318,C65,6
TRUE,45,resign,white,1500,1435,A45,3
TRUE,60,resign,white,1593,1442,E61,6
TRUE,39,mate,white,1469,1453,B21,3
TRUE,114,draw,draw,1450,1525,C02,9
TRUE,74,resign,black,1461,1490,C61,6
TRUE,58,mate,black,1400,1451,B22,3
TRUE,76,mate,black,1525,1418,B22,3
TRUE,60,resign,black,1427,1433,C40,4
TRUE,30,mate,black,1464,1416,B22,3
TRUE,20,resign,black,1476,1387,A04,2
TRUE,59,mate,white,1378,1318,B02,4
TRUE,76,mate,black,1299,1369,E77,8
TRUE,48,resign,black,1384,1285,B42,9
TRUE,64,mate,black,1500,1374,B50,4
TRUE,62,mate,black,1333,1364,B20,2
TRUE,51,resign,white,1350,1409,C41,6
TRUE,69,mate,white,1327,1383,B10,5
TRUE,40,resign,black,1337,1384,C10,6
TRUE,68,mate,black,1033,1333,E60,5
FALSE,38,mate,black,1500,1287,C68,8
FALSE,5,resign,white,1465,1287,C20,4
TRUE,105,resign,white,1413,1305,A01,5
TRUE,43,mate,white,1275,1308,C50,5
TRUE,33,mate,white,1245,1259,C00,5
TRUE,32,resign,white,1292,1275,D15,7
TRUE,131,outoftime,white,1264,1315,C20,3
TRUE,38,resign,white,1282,1234,C42,5
TRUE,75,resign,white,1250,1156,B01,2
FALSE,32,outoftime,black,1250,1500,C65,6
FALSE,57,resign,white,1138,1176,C44,4
TRUE,33,mate,white,1373,1084,B01,4
FALSE,121,resign,white,2286,1373,D02,4
TRUE,52,mate,black,1194,1311,A00,1
TRUE,92,draw,draw,1330,1268,C42,5
TRUE,43,resign,white,1511,1500,C20,2
TRUE,48,mate,black,886,1659,C21,7
FALSE,41,resign,white,1358,886,B20,3
TRUE,23,resign,white,1620,890,A04,2
TRUE,49,mate,white,1484,898,B20,3
FALSE,61,mate,white,1500,898,B50,4
TRUE,19,resign,white,1325,921,C10,5
TRUE,27,mate,white,1397,940,C46,7
TRUE,31,resign,white,1500,963,C57,8
TRUE,56,mate,black,1049,1234,C10,5
FALSE,91,resign,white,1118,1049,A40,3
TRUE,36,resign,white,1110,1500,D00,3
FALSE,20,resign,black,1500,1595,B01,2
FALSE,31,resign,white,1359,1500,C40,4
FALSE,12,resign,black,1500,1595,B01,2
FALSE,22,resign,black,1500,1500,B00,2
FALSE,21,resign,white,1649,1500,D00,3
FALSE,7,mate,white,1500,1500,C23,3
FALSE,18,resign,black,1500,1683,C20,4
TRUE,99,resign,white,1804,2023,B03,9
TRUE,60,mate,black,1822,1588,C40,4
TRUE,62,resign,black,1853,1809,A17,4
TRUE,47,resign,white,1805,1536,C44,8
TRUE,52,mate,black,1580,1800,C44,5
TRUE,51,resign,white,1794,1597,C40,4
TRUE,69,mate,white,2100,1798,C45,8
TRUE,47,resign,white,1789,1695,B50,4
TRUE,63,resign,white,1774,1894,C55,7
TRUE,94,mate,black,1719,1765,C65,6
FALSE,57,mate,white,1874,1765,C65,10
TRUE,54,mate,black,1781,1956,A06,3
TRUE,41,mate,white,1773,1659,B12,6
TRUE,41,mate,white,1899,1780,C21,7
TRUE,44,mate,black,1714,1771,C65,6
FALSE,85,resign,white,2032,1776,A42,7
TRUE,2,resign,white,1765,1234,A01,1
TRUE,26,mate,black,1246,1753,A40,2
TRUE,12,resign,white,1739,1260,A00,1
TRUE,14,resign,black,1279,1720,A01,1
TRUE,73,mate,white,1694,1305,A04,2
TRUE,3,resign,white,1654,1345,A01,1
TRUE,6,resign,black,1423,1576,C00,3
TRUE,26,draw,draw,1662,1337,A43,3
TRUE,3,resign,black,1500,1500,A40,2
TRUE,34,resign,white,1579,1022,D02,4
TRUE,70,mate,black,1028,1284,C30,3
TRUE,35,mate,white,1307,1033,C00,2
TRUE,43,resign,white,983,1051,C00,2
TRUE,42,resign,black,1058,1249,B01,2
TRUE,11,resign,black,1066,1256,C34,5
TRUE,20,resign,black,1073,1313,C30,4
TRUE,65,mate,white,1308,1079,C44,5
TRUE,39,resign,white,1046,1096,C00,3
TRUE,112,mate,black,1118,1002,A40,2
TRUE,61,mate,white,1107,977,C00,4
TRUE,119,outoftime,white,1125,1124,D00,3
TRUE,49,resign,white,1328,1133,B02,6
TRUE,92,resign,black,1150,1157,C00,3
TRUE,52,resign,white,1131,1167,B01,2
TRUE,16,resign,white,1107,1225,B01,2
TRUE,52,resign,black,1129,1096,C42,4
TRUE,16,resign,black,1132,1107,C00,3
TRUE,67,resign,white,1208,1123,C00,3
TRUE,7,outoftime,white,1099,1198,C21,3
TRUE,34,mate,black,1110,1320,B01,2
TRUE,37,mate,white,1315,1122,A10,2
TRUE,81,mate,white,1094,1144,C25,4
TRUE,58,mate,black,1317,1049,A04,2
TRUE,27,resign,black,1061,1297,C20,4
TRUE,42,resign,black,1074,1292,C21,3
TRUE,49,mate,white,1287,1089,C24,4
TRUE,119,resign,white,1098,1123,D00,3
TRUE,44,mate,black,1138,1368,B00,2
TRUE,30,resign,white,1114,998,B06,2
TRUE,47,resign,black,1296,1051,D02,4
TRUE,95,resign,white,1045,1101,D02,3
TRUE,16,resign,black,1138,1217,C44,4
TRUE,49,outoftime,white,1062,1216,C11,6
TRUE,3,outoftime,white,1045,1080,C21,3
TRUE,67,mate,white,1175,1121,C42,5
TRUE,64,resign,black,1253,1232,C42,7
TRUE,86,resign,black,1253,1956,A40,2
TRUE,36,resign,black,1257,1715,A43,2
TRUE,41,mate,white,1923,1258,B13,5
TRUE,38,resign,black,1262,1661,D02,5
TRUE,70,resign,black,1265,1720,A40,2
TRUE,39,resign,white,1782,1268,B00,3
TRUE,25,mate,white,1551,1276,B15,5
TRUE,23,mate,white,1810,1278,B10,5
TRUE,19,resign,black,1283,1668,B21,3
TRUE,43,mate,white,2003,1284,B12,5
TRUE,109,outoftime,white,1239,1699,C27,3
TRUE,45,resign,white,1670,1243,B12,6
TRUE,46,resign,black,1246,1759,C50,8
TRUE,40,resign,black,1252,1611,B20,3
TRUE,31,resign,white,1955,1253,B15,10
TRUE,32,resign,black,1256,1703,D35,6
TRUE,45,resign,white,1866,1258,C48,9
TRUE,96,resign,black,1666,1212,D01,4
TRUE,52,mate,black,1212,2215,E20,6
TRUE,69,resign,white,1928,1213,D35,6
TRUE,58,mate,black,1178,1616,B07,7
TRUE,48,resign,black,1268,1142,B02,3
TRUE,72,mate,black,1017,1122,C55,7
TRUE,104,resign,black,1152,1158,B32,8
TRUE,93,draw,draw,983,1167,B50,5
TRUE,55,resign,black,1168,1833,B20,3
TRUE,38,resign,black,1182,1429,C21,3
TRUE,68,mate,black,1347,1417,C55,8
TRUE,65,resign,white,1406,1371,C40,4
TRUE,32,resign,black,1467,1390,C50,8
TRUE,99,outoftime,white,1423,1402,C26,6
TRUE,83,mate,white,1411,1431,C48,7
TRUE,52,mate,black,1358,1420,C42,5
FALSE,17,resign,white,1422,1500,D06,4
FALSE,72,mate,black,1500,1422,A03,2
TRUE,23,resign,white,1416,1330,D07,6
TRUE,50,outoftime,black,1173,1410,B20,3
TRUE,39,mate,white,1725,1402,B01,2
TRUE,104,mate,black,1550,1372,C57,8
TRUE,35,mate,white,1355,1352,A20,2
TRUE,125,draw,draw,1452,1351,C02,9
TRUE,80,mate,black,1362,1458,C65,6
FALSE,56,mate,black,1500,1362,A06,3
TRUE,6,resign,black,1375,1435,A10,1
FALSE,77,mate,white,1500,1375,D00,2
TRUE,14,resign,white,1355,1431,A20,2
TRUE,49,mate,white,1333,1471,C40,3
FALSE,101,resign,white,1831,1520,C42,5
FALSE,39,resign,white,1864,1520,C34,6
FALSE,47,mate,white,1288,1520,D00,6
TRUE,24,resign,black,1616,1504,C62,6
FALSE,122,mate,black,1584,1504,C44,4
FALSE,58,resign,black,1504,1612,B01,4
FALSE,68,resign,black,1504,1737,C42,5
FALSE,66,mate,black,1504,1500,A22,4
FALSE,58,resign,black,1500,1504,D00,3
FALSE,51,resign,white,1504,1500,A21,3
FALSE,38,resign,black,1500,1504,D00,3
FALSE,61,resign,white,1606,1504,C42,5
FALSE,74,resign,black,1504,1606,B13,5
FALSE,56,mate,black,1500,1504,C20,3
FALSE,81,mate,white,1504,1500,B01,2
FALSE,54,mate,black,1500,1504,D00,3
FALSE,41,mate,white,1504,1500,C23,4
FALSE,62,mate,black,1500,1504,A00,2
FALSE,42,resign,black,943,1504,C20,2
FALSE,89,mate,white,1504,1184,B06,6
TRUE,33,draw,draw,1428,1507,C41,4
TRUE,28,resign,black,1233,1503,C55,6
TRUE,25,mate,white,1500,1149,C23,3
FALSE,56,resign,black,1587,1500,D02,4
FALSE,16,resign,black,1500,1587,A52,7
FALSE,66,resign,black,1587,1500,A01,2
FALSE,77,mate,white,1500,1500,C65,6
FALSE,73,resign,white,1500,1500,A21,3
FALSE,19,draw,draw,1527,1500,C55,6
FALSE,58,mate,black,1500,1500,C20,3
FALSE,34,resign,black,1500,1700,A34,5
FALSE,21,draw,draw,1500,1457,A22,6
FALSE,95,draw,draw,1500,1648,A21,3
FALSE,73,resign,white,1712,1500,C21,10
FALSE,46,mate,black,1500,1712,A22,6
FALSE,78,resign,black,1500,1500,C20,3
FALSE,43,draw,draw,1788,1500,C34,6
FALSE,39,resign,white,1500,1500,A22,5
FALSE,59,resign,white,1500,1500,D00,3
FALSE,22,outoftime,black,1500,1500,C24,4
FALSE,45,resign,white,1500,1479,C46,6
FALSE,61,resign,white,1381,1500,C62,6
FALSE,10,resign,black,1500,1500,C62,6
FALSE,107,outoftime,white,1702,1500,C20,3
TRUE,44,resign,black,1665,1697,C46,6
TRUE,81,resign,white,1668,1543,C00,3
TRUE,117,draw,draw,1659,1628,A06,2
TRUE,38,resign,black,1680,1633,A04,2
TRUE,79,draw,draw,1680,1700,A04,2
TRUE,84,outoftime,black,1696,1527,C00,3
TRUE,47,mate,white,1693,1386,A04,4
TRUE,57,resign,white,1687,1624,A04,2
TRUE,100,draw,draw,1691,1386,C42,5
TRUE,89,mate,white,1684,1560,A04,2
TRUE,38,resign,white,1672,1702,A04,2
TRUE,66,outoftime,black,1579,1664,D20,5
TRUE,58,resign,black,1678,1565,B06,2
TRUE,97,mate,white,1680,1600,A04,2
TRUE,88,resign,black,1691,1696,D02,4
TRUE,23,resign,white,1684,1703,C55,6
TRUE,62,outoftime,black,1717,1618,C55,6
TRUE,95,resign,black,1626,1708,B00,2
TRUE,96,mate,black,1722,1612,C46,6
TRUE,94,mate,black,1730,1848,C41,6
TRUE,79,resign,white,1724,1560,C50,6
TRUE,77,resign,white,1519,1740,C42,5
TRUE,31,resign,white,1738,1370,C55,7
TRUE,80,resign,black,1656,1729,D06,4
TRUE,57,resign,black,1628,1721,B00,3
TRUE,42,mate,black,1728,1853,B08,8
TRUE,135,mate,white,1719,1677,C41,4
TRUE,114,resign,black,1687,1709,A10,1
TRUE,36,mate,black,1721,1679,A04,2
TRUE,147,draw,draw,1696,1722,C55,6
TRUE,37,resign,white,1718,1436,C41,4
TRUE,87,mate,white,1709,1629,D02,4
TRUE,123,mate,white,1704,1510,A06,2
TRUE,89,outoftime,white,1695,1643,A06,2
TRUE,10,outoftime,black,1518,1689,C55,6
TRUE,71,resign,white,1683,1495,D02,4
TRUE,54,resign,black,1694,1707,C46,5
TRUE,62,resign,black,1744,1681,B00,3
TRUE,34,resign,black,1482,1472,A40,2
TRUE,43,mate,white,1473,1401,D30,4
TRUE,90,mate,black,1221,1368,A10,2
TRUE,51,mate,white,1481,1293,A02,1
TRUE,10,mate,black,1500,1432,A43,3
TRUE,95,mate,white,1403,1182,D20,6
TRUE,22,resign,black,1365,1163,A21,3
TRUE,22,mate,black,1163,1985,C23,3
TRUE,91,mate,white,1153,1103,C24,4
TRUE,78,resign,black,1158,1383,C23,3
TRUE,13,mate,white,1147,1108,C41,5
TRUE,102,mate,black,1206,1132,A00,1
TRUE,67,mate,white,1103,1146,C20,3
TRUE,29,mate,white,1127,1296,C20,3
TRUE,97,resign,white,1111,1198,C00,2
TRUE,69,mate,white,1172,1122,C40,4
TRUE,40,mate,black,1136,1128,C20,3
TRUE,60,mate,black,1160,796,B01,4
TRUE,144,resign,black,795,1157,C00,3
TRUE,82,mate,black,1084,1146,A40,2
FALSE,73,resign,white,1146,995,C24,5
TRUE,62,mate,black,1158,1191,C23,3
TRUE,115,mate,white,1143,1191,C24,5
TRUE,67,mate,white,1002,1163,C40,4
TRUE,62,resign,white,1148,1165,C00,2
TRUE,60,mate,black,1161,1200,C23,3
TRUE,57,mate,white,1011,1184,A40,3
FALSE,48,mate,black,1184,1070,A00,1
FALSE,22,mate,black,1176,1070,B02,2
FALSE,42,resign,black,1160,1070,C00,2
TRUE,99,mate,white,1134,1023,C20,3
TRUE,100,draw,draw,1129,1248,C20,3
TRUE,72,resign,black,1026,1116,C40,4
TRUE,90,mate,black,1140,1011,B01,2
TRUE,33,mate,white,995,1167,C23,3
TRUE,101,mate,white,1156,997,B01,2
TRUE,80,resign,black,1178,1132,B02,2
TRUE,54,outoftime,black,1089,1162,C20,3
TRUE,72,mate,black,1092,1144,A20,2
TRUE,38,mate,black,1172,1077,B01,2
TRUE,62,resign,black,1112,1151,C21,3
TRUE,7,mate,white,1131,1071,C23,4
FALSE,50,mate,black,1211,1500,C55,6
TRUE,43,mate,white,1834,1218,C40,4
FALSE,43,mate,white,1742,1218,B00,3
FALSE,17,mate,white,1742,1218,B00,2
TRUE,113,mate,white,1500,1261,B00,2
TRUE,18,resign,black,1317,1538,B01,2
FALSE,46,mate,black,1317,1500,C20,3
FALSE,23,mate,white,1500,1317,B00,5
TRUE,39,mate,white,1940,1327,B00,3
TRUE,63,mate,white,1504,1500,B00,2
TRUE,3,resign,white,1590,1388,A10,1
TRUE,26,mate,black,1391,1774,C62,6
TRUE,69,mate,white,1731,1395,D21,6
TRUE,117,mate,white,1686,1400,C45,7
TRUE,48,mate,black,1408,1577,C55,6
TRUE,32,mate,black,1418,1741,B01,4
TRUE,81,mate,white,2010,1419,C55,7
TRUE,61,mate,white,1908,1421,D06,8
TRUE,40,mate,black,1422,2026,C46,5
TRUE,29,resign,black,1523,1375,C46,7
FALSE,93,resign,black,1375,1992,B01,4
TRUE,95,mate,white,1281,930,C00,3
FALSE,80,outoftime,black,1221,1281,B40,10
TRUE,47,mate,white,1278,946,A15,3
TRUE,18,resign,black,950,1274,B20,3
TRUE,31,mate,white,1270,953,C44,5
TRUE,61,mate,white,1245,1277,D02,4
TRUE,93,mate,white,1240,1012,A30,2
TRUE,114,resign,black,1255,1157,C41,7
FALSE,46,outoftime,black,874,1255,B23,4
TRUE,28,mate,black,1152,1246,B20,2
TRUE,33,mate,white,1242,953,C70,10
TRUE,107,resign,white,1234,1087,B00,4
TRUE,9,resign,white,1231,905,D02,3
TRUE,38,resign,black,909,1227,D00,4
TRUE,105,mate,white,1218,1111,D05,6
TRUE,32,mate,black,1268,1204,B20,3
TRUE,115,resign,white,1017,1223,D01,4
TRUE,123,mate,white,1276,1234,C20,3
TRUE,72,resign,black,1246,1238,A46,3
TRUE,29,mate,white,1190,1261,B40,4
TRUE,105,mate,white,1249,1233,A40,4
FALSE,41,resign,white,1249,1500,D02,4
FALSE,49,resign,black,1249,1531,A40,2
TRUE,105,resign,white,1138,1266,A01,2
TRUE,35,resign,white,1256,1163,A10,2
TRUE,43,resign,white,1111,1275,D01,4
TRUE,97,mate,white,1667,1250,D20,5
TRUE,40,resign,black,1252,1770,C20,3
TRUE,57,resign,white,1689,1254,D02,4
TRUE,56,mate,black,1255,1833,C25,4
TRUE,35,resign,white,2033,1256,A00,1
TRUE,46,mate,black,1525,1232,C41,5
TRUE,60,resign,black,1235,1592,B06,2
TRUE,31,mate,white,1444,1242,C51,7
TRUE,60,resign,black,1246,1565,C21,3
TRUE,52,mate,black,1257,1342,C44,4
TRUE,19,mate,white,1495,1263,A06,3
TRUE,41,resign,white,1790,1265,C40,4
TRUE,36,mate,black,1266,1854,A46,3
TRUE,54,mate,black,1278,1329,C51,7
TRUE,42,resign,black,1290,1436,A00,1
TRUE,30,resign,black,1293,1710,B27,4
TRUE,70,mate,black,958,1289,A00,1
TRUE,35,resign,white,1709,1291,B00,2
TRUE,31,mate,white,1755,1293,D30,4
TRUE,64,resign,black,1296,1702,B30,4
TRUE,45,mate,white,1680,1299,C23,3
TRUE,56,resign,black,1302,1647,C20,3
TRUE,42,mate,black,1303,1876,A00,1
TRUE,27,resign,white,1473,1311,C40,4
TRUE,39,resign,white,1774,1313,C30,3
TRUE,19,resign,white,1302,1236,C20,3
TRUE,34,mate,black,1313,1401,A00,1
TRUE,31,resign,white,1809,1314,C50,5
TRUE,54,outoftime,black,1323,1451,C20,3
TRUE,134,mate,black,1369,1307,C26,5
TRUE,86,resign,black,1319,1363,A00,1
TRUE,30,resign,black,1324,1599,C41,4
TRUE,29,resign,white,1698,1327,C24,5
TRUE,55,resign,white,1552,1334,C24,5
TRUE,34,mate,black,1289,1321,A00,1
TRUE,81,outoftime,white,1297,1532,B01,2
TRUE,84,resign,black,1300,1749,B07,2
TRUE,56,mate,black,1302,1696,C65,6
TRUE,35,resign,white,1282,1428,B52,6
TRUE,30,mate,black,1453,1261,D00,3
TRUE,21,resign,black,1235,1246,C42,5
TRUE,98,resign,black,1453,1222,D00,2
TRUE,70,mate,black,1338,1200,C41,4
TRUE,82,mate,black,1208,1406,A00,5
TRUE,74,outoftime,black,1213,1519,B21,3
TRUE,53,resign,white,1833,1214,D00,3
TRUE,41,resign,white,1185,1590,A07,3
TRUE,25,resign,white,1848,1186,A02,1
TRUE,88,resign,black,1188,1605,A00,1
TRUE,60,mate,black,2035,1629,D02,5
TRUE,79,resign,white,1609,1754,C65,6
TRUE,52,resign,white,1584,1957,C00,3
TRUE,68,mate,black,1374,1553,D00,3
TRUE,40,resign,black,1813,1528,B45,11
TRUE,71,mate,white,1503,1819,C02,11
TRUE,56,mate,black,1669,1481,A40,2
TRUE,37,mate,white,1467,1454,C60,5
TRUE,28,resign,white,1429,1384,B30,5
TRUE,46,mate,black,1453,1412,D06,4
TRUE,51,resign,white,1385,1637,C68,10
TRUE,66,mate,black,1235,1375,B06,2
TRUE,26,mate,black,1431,1355,A00,1
TRUE,53,outoftime,white,1763,1358,D00,4
TRUE,19,resign,white,1306,1546,B01,4
TRUE,32,resign,black,1248,1291,C43,9
TRUE,21,resign,white,1258,1673,C00,3
TRUE,41,resign,black,1916,1222,C45,9
TRUE,50,resign,black,1788,1187,C37,12
TRUE,65,mate,white,1155,1510,C60,5
TRUE,37,mate,white,1132,1227,C40,4
TRUE,27,mate,white,1113,1122,C41,5
TRUE,9,resign,white,1102,930,B02,4
FALSE,59,resign,white,1102,1810,A00,1
TRUE,22,resign,black,1023,1086,C00,3
TRUE,106,mate,black,1098,1249,A00,1
TRUE,79,mate,white,1241,1112,C00,2
TRUE,124,mate,black,1130,1210,A00,1
TRUE,60,mate,black,1169,1104,C00,3
TRUE,88,mate,black,1114,1384,A00,1
TRUE,39,mate,white,1636,1116,C00,3
TRUE,53,mate,white,1825,1074,C00,2
TRUE,28,mate,black,1074,2151,A00,1
TRUE,61,resign,white,1429,1416,A45,2
TRUE,64,mate,black,1425,1447,C55,6
TRUE,127,resign,black,1451,1414,B50,4
TRUE,114,resign,black,1424,1431,C55,7
TRUE,43,resign,black,1436,1389,B01,4
TRUE,19,mate,white,1426,1411,C53,9
TRUE,83,resign,white,1419,1437,A01,5
TRUE,69,mate,white,1399,1449,B25,4
TRUE,39,resign,white,1441,1366,C55,7
TRUE,40,resign,black,1453,1369,C53,9
TRUE,114,resign,black,1464,1465,C53,9
TRUE,70,resign,black,1476,1453,B25,4
TRUE,91,outoftime,white,1497,1462,B50,5
TRUE,51,resign,black,1472,1498,B12,3
TRUE,93,resign,black,1459,1461,B20,3
TRUE,89,mate,white,1456,1472,B50,4
TRUE,43,resign,white,1462,1441,C53,7
TRUE,42,resign,black,1450,1452,B20,3
TRUE,43,mate,white,1441,1462,C55,6
TRUE,66,resign,white,1451,1451,B20,3
TRUE,100,outoftime,black,1461,1491,C55,6
TRUE,51,resign,white,1465,1472,B20,2
TRUE,67,resign,white,1462,1424,B54,6
TRUE,54,outoftime,black,1450,1452,B21,3
TRUE,36,resign,black,1464,1415,C55,6
TRUE,63,resign,black,1417,1454,B57,8
TRUE,65,mate,white,1443,1454,C50,7
TRUE,96,resign,white,1471,1454,B20,2
TRUE,50,resign,black,1465,1438,B84,14
TRUE,81,resign,white,1417,1477,B50,4
TRUE,65,resign,white,1474,1201,C41,5
TRUE,21,resign,white,1510,1483,B20,3
TRUE,35,resign,white,1480,1494,B90,10
TRUE,42,resign,black,1498,1768,C55,6
TRUE,48,resign,black,1510,1452,C41,7
TRUE,75,resign,white,1435,1523,B21,3
TRUE,66,resign,black,1536,1460,C41,5
TRUE,21,resign,white,1514,1547,B34,9
TRUE,61,resign,black,1559,1514,B54,6
TRUE,78,mate,black,1568,1581,C14,13
TRUE,38,mate,black,1475,1560,B51,5
TRUE,113,draw,draw,1561,1525,C50,5
TRUE,40,resign,white,1553,1459,C53,9
TRUE,42,draw,draw,1456,1556,B20,3
TRUE,145,mate,white,1546,1532,C41,5
TRUE,78,mate,black,1543,1536,A45,2
TRUE,40,mate,black,1547,1513,C50,6
TRUE,76,resign,white,1477,1560,A00,1
TRUE,89,resign,white,1551,1486,C16,7
TRUE,61,resign,white,1472,1564,A00,1
TRUE,78,resign,black,1436,1568,B06,2
TRUE,59,outoftime,white,1567,1108,A00,1
TRUE,89,mate,white,1301,1587,B06,2
TRUE,103,mate,white,1292,1622,B06,2
TRUE,163,mate,white,1616,1404,A00,1
TRUE,19,resign,white,1613,1279,A00,1
TRUE,53,resign,white,1607,1403,A00,1
TRUE,71,resign,white,1600,1421,A00,1
TRUE,88,resign,black,1580,1763,D00,3
TRUE,140,mate,black,1711,1753,B12,7
TRUE,69,mate,white,2211,1900,C10,5
TRUE,76,mate,black,2070,2203,C88,13
TRUE,155,resign,white,2196,2030,B33,8
TRUE,75,resign,white,2290,2205,C77,9
TRUE,59,mate,white,1962,2219,A15,4
TRUE,64,mate,black,1966,2214,D00,3
TRUE,72,outoftime,black,2232,2081,C50,9
TRUE,67,resign,black,2169,2221,D06,4
TRUE,93,mate,white,2209,2193,B90,11
TRUE,39,resign,black,1788,2207,C45,11
TRUE,52,resign,white,2202,1915,B34,9
TRUE,121,mate,white,2199,1843,C02,7
TRUE,66,resign,black,2178,2187,A01,2
TRUE,7,resign,white,2173,2189,B01,4
TRUE,101,resign,white,2167,1933,B07,4
TRUE,56,resign,black,2080,2157,D35,6
TRUE,122,resign,black,2176,2027,B20,2
TRUE,87,resign,black,2018,2167,D30,4
TRUE,84,mate,black,1989,2160,D06,4
TRUE,81,resign,white,2147,2120,C00,3
TRUE,33,resign,white,2145,1631,B30,4
TRUE,48,resign,black,1692,2143,D30,4
TRUE,25,resign,black,1690,2141,C45,7
TRUE,93,resign,white,2129,2088,B50,4
TRUE,73,outoftime,white,2022,2148,A01,5
TRUE,67,resign,white,2146,1645,B91,11
TRUE,83,resign,black,1739,2143,C77,9
TRUE,118,draw,draw,2155,1758,C00,3
TRUE,65,outoftime,white,2148,1947,C40,4
TRUE,78,resign,black,1852,1874,D00,3
TRUE,87,resign,white,1828,1767,A40,2
TRUE,54,mate,black,1863,1831,D00,3
TRUE,17,mate,white,1846,1561,D00,3
TRUE,136,resign,black,1565,1831,B20,3
TRUE,79,mate,white,1814,1569,D00,3
TRUE,42,mate,black,1741,1771,D02,3
TRUE,63,mate,white,1712,1752,D00,3
TRUE,133,mate,white,1832,1762,B50,5
TRUE,49,resign,white,1921,1815,B71,11
TRUE,42,resign,black,1581,1767,B20,3
TRUE,138,outoftime,black,1410,1736,B21,3
TRUE,52,resign,white,1688,1414,A40,2
TRUE,74,resign,black,1852,1862,A39,13
TRUE,107,resign,black,1868,1716,A04,2
TRUE,62,mate,black,1881,1825,A05,4
TRUE,57,resign,white,1854,1893,B21,5
TRUE,73,mate,white,1885,1798,A04,2
TRUE,45,resign,white,1864,2267,A39,13
TRUE,155,mate,white,1832,1877,B20,3
TRUE,75,mate,white,1859,1741,A04,2
TRUE,33,mate,white,1913,1643,A01,1
TRUE,42,resign,white,1732,1653,D30,4
TRUE,91,resign,white,1645,1525,B34,8
TRUE,56,resign,black,1663,1631,C00,3
TRUE,105,mate,white,2063,1633,C02,11
TRUE,82,resign,black,1445,1627,D32,6
TRUE,67,outoftime,white,1625,1212,B34,9
TRUE,64,resign,black,1634,1715,C41,4
TRUE,53,mate,white,2054,1636,D35,9
TRUE,70,resign,black,1638,2075,C48,8
TRUE,53,resign,white,1617,2024,C77,9
TRUE,55,mate,white,1727,1625,C01,5
TRUE,56,resign,black,1638,1606,C00,4
TRUE,42,resign,black,973,1173,A00,1
TRUE,43,outoftime,white,1170,981,C40,3
TRUE,73,outoftime,white,1272,986,A00,1
TRUE,78,mate,black,999,1068,C20,3
TRUE,93,outoftime,white,979,1043,B00,2
TRUE,41,outoftime,white,906,1001,A40,3
TRUE,45,outoftime,white,1053,1017,C23,3
TRUE,72,outoftime,black,1037,1004,B02,2
TRUE,56,outoftime,black,1059,1016,C40,4
TRUE,76,outoftime,black,1036,1035,B20,3
TRUE,69,resign,white,1261,1045,A00,1
TRUE,19,resign,white,1351,1052,D43,8
TRUE,98,outoftime,black,1071,1118,B02,2
TRUE,109,draw,draw,1064,1174,C33,4
TRUE,27,resign,white,1378,1071,C55,6
TRUE,36,mate,black,1092,1143,A00,1
TRUE,59,outoftime,white,1140,1117,C00,3
TRUE,56,outoftime,black,1141,1168,B01,2
TRUE,39,mate,white,1221,1166,C42,5
TRUE,72,mate,black,1296,1120,A45,3
TRUE,44,mate,black,1136,1344,B01,4
TRUE,39,mate,white,1076,1343,B21,3
TRUE,101,draw,draw,1004,1085,C40,4
TRUE,70,resign,white,1023,1197,C30,5
TRUE,61,outoftime,white,1190,1052,C20,3
TRUE,53,mate,white,1110,1104,C42,5
TRUE,38,resign,black,1152,1218,D00,2
TRUE,30,mate,black,1221,1238,A10,3
TRUE,84,mate,black,1135,1129,B23,3
TRUE,33,mate,white,1218,1266,B23,3
TRUE,62,outoftime,black,1500,1398,C46,6
TRUE,46,outoftime,black,1500,1504,C44,5
TRUE,23,resign,white,1644,1638,C68,8
FALSE,38,outoftime,black,1638,2019,B10,5
TRUE,43,draw,draw,1500,1770,C41,4
FALSE,77,resign,white,1480,1496,C02,7
FALSE,87,mate,white,1480,1310,C50,8
FALSE,104,mate,black,1082,1480,D02,4
FALSE,44,resign,black,1480,1488,C55,6
FALSE,71,resign,white,1359,1480,C47,8
FALSE,36,resign,black,1350,1480,C61,6
FALSE,23,resign,white,1480,1350,C55,6
FALSE,40,resign,white,1357,1480,C26,5
FALSE,49,resign,white,1480,1500,C55,7
FALSE,52,resign,black,1500,1480,C61,6
FALSE,100,mate,black,1444,1480,D08,4
FALSE,38,resign,black,1480,1376,B01,6
FALSE,35,resign,white,1480,1027,C55,7
FALSE,14,resign,black,1027,1480,C46,7
FALSE,35,mate,white,1480,1499,B30,5
